"id_ordpmt_cl,""timreaordvir"",""id_clihrs"",""id_ficref_pain001"",""indcta"",""nbrtrnlot"",""mntlot"",""codpcppmt"",""libtypvir"",""libtypsrv"",""libnomdbt"",""numprsorgdbt"",""numprsphydbt"",""cod_paydbt"",""cod_clectldbt"",""cod_inc_dbt"",""codbicisodbt"",""libnomdbtpcp"",""numprsorgdbtpcp"",""numprsphydbtpcp"",""nbrtrndtl_psr2"",""mntlotdtn_psr2"",""timrcpfic_psr2_ech"",""timcre_psr2"",""libnomfic_psr2_caps_ech"",""timrcpfic_psr2_vue"",""id_ordpmt_caps"",""libnomfic_psr2_caps_vue"",""codetagrpord_psr2"",""timreaeft"",""libmsgide_psr2"",""codetagrppmt_psr1"",""indordech_psr2"",""timcre_psr3"",""nbrtrnrej_cl"",""libnomfic_cam054_rej"",""nbrtrndbtcnf"",""mnttottrnrejcnf"",""nbrtrnrejcnf"",""timrcp_cr_srv"",""libnomfic_psr3"",""libmsgide_psr3"",""mnttottrndbtcnf"",""libnomfic_cr_caps_srv"",""nbrtrndbt_cl"",""datrgmord"",""codetaord_cr"",""indcta_bb"",""mnttottrnrej_cl"",""libmsgide_cam054_acc"",""mnttottrndbt_cl"",""libmsgide_cam054_rej"",""libnomfic_cam054_acc"",""libmsgide_cr"",""timctaord"",""timcre_cr"",""timcre_cam054_acc"",""timcre_cam054_rej"",""nbrtrndtn_psr2_rjct"",""mntlotdtn_psr2_accp"",""nbrtrndtn_psr2_accp"",""mntlotdtn_psr2_rjct"",""libnomfic_zos_rej"",""nbrtrndtn_psr1_rjct"",""mntentrcrt_cr"",""libinfplu_lot_psr2"",""timcre_zos_acc"",""mntenttyp_00000004"",""mntentrdbt_cr"",""mntenttyp_00000001"",""nbrtrndtn_psr1_accp"",""mntlotdtn_psr1_accp"",""timcre_zos_rej"",""mntlotdtn_psr1_rjct"",""nbrentrdbt_cr"",""libnomfic_zos_acc"",""mntenttyp_00000002"",""nbrtrndtl_psr1"",""nbrentrcrt_cr"",""mntlotdtn_psr1"",""libinfplu_lot_psr1"",""mntenttyp_00000003"""
"REM000000101004,""2024-06-24 00:00:00"",CAS019,P01_0000000000000000000100703,false,10,4499.34,"""","""","""",""9 - ALIBEBE"",102486,,FR,""82"",""30002002600000000015U41"",CRLYFRPPXXX,"""",,,10,4499.34,,""2024-06-24 16:38:04"",,""2024-06-24 16:38:21.071861"",af2eeb50936b4b23a4c68b75a9fe1398,HIN01PS2_20240624_16382000.xml,PART,""2024-06-24 00:00:00"",PR2af2eeb50936b4b23a4c68b75a9fe1398,ACTC,,""2024-06-24 16:46:10"",3,CAMT54_RJIP_20240624_16461100.xml,3,1024.44,2,""2024-06-24 16:40:11.377895"",PSR3_LCL_20240624_16461000.xml,PR3af2eeb50936b4b23a4c68b75a9fe1398,2288.24,HIN01CRD_20240624_16401000.xml,2,""2024-06-24"",CRNB,false,880.14,EIPaf2eeb50936b4b23a4c68b75a9fe1398,306.52,RIPaf2eeb50936b4b23a4c68b75a9fe1398,CAMT54_RIPE_20240624_16461000.xml,CRaf2eeb50936b4b23a4c68b75a9fe1398,""2024-06-24 16:38:04"",""2024-06-24 16:38:35"",""2024-06-24 16:46:10"",""2024-06-24 16:46:11"",2,3721.26,8,778.08,,0,1904.58,ACCT FR8230002002600000000015U41|NAME 9 - ALIBEBE|DATE 2024-06-24T16:38:04|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE af2eeb50936b4b23a4c68b75a9fe1398,""2024-06-24 16:44:17.938318"",1126.50,2594.76,2594.76,10,4499.34,,0.00,5,TKECRBNB_REM000000101004_20240624_16441793.txt,0.00,10,5,4499.34,ACCT FR8230002002600000000015U41|NAME 9 - ALIBEBE|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE af2eeb50936b4b23a4c68b75a9fe1398,778.08"
"REM000000101005,""2024-06-24 00:00:00"",""2401081251"",P01_0000000000000000000100704,,11,100057.00,"""",INST,"""",CONDAT SAS,102488,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-06-24 16:38:04"",,""2024-06-24 16:38:26.848126"",""4f57bb5d813c4013b1778ed3f7e4c632"",HIN01PS2_20240624_16382600.xml,PART,""2024-06-24 00:00:00"",PR24f57bb5d813c4013b1778ed3f7e4c632,ACTC,,""2024-06-24 16:44:13"",2,CAMT54_RJIP_20240624_16441400.xml,0,1.00,1,""2024-06-24 16:38:41.097991"",PSR3_LCL_20240624_16441300.xml,PR34f57bb5d813c4013b1778ed3f7e4c632,0.00,HIN01CRD_20240624_16384100.xml,8,""2024-06-24"",CROB,true,100008.00,EIP4f57bb5d813c4013b1778ed3f7e4c632,48.00,RIP4f57bb5d813c4013b1778ed3f7e4c632,CAMT54_RIPE_20240624_16441400.xml,CR4f57bb5d813c4013b1778ed3f7e4c632,""2024-06-24 16:38:04"",""2024-06-24 16:38:15"",""2024-06-24 16:44:14"",""2024-06-24 16:44:14"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-24T16:38:04|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 4f57bb5d813c4013b1778ed3f7e4c632,""2024-06-24 16:42:14.094237"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101005_20240624_16421409.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 4f57bb5d813c4013b1778ed3f7e4c632,100008.00"
"REM000000101027,""2024-06-28 00:00:00"",""2401081252"",P01_0000000000000000000100719,,13,1421.00,NORM,INST,"""",CONDAT SAS,102535,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-06-28 09:46:18"",,""2024-06-28 09:48:11.780413"",""6307606ac5e94594a008990730f55a07"",HIN01PS2_20240628_09481000.xml,RJCT,""2024-06-28 00:00:00"",PR26307606ac5e94594a008990730f55a07,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-28T09:46:18|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 6307606ac5e94594a008990730f55a07,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 6307606ac5e94594a008990730f55a07,"
"REM000000101007,""2024-06-24 00:00:00"",""2401081252"",P01_0000000000000000000100705,,13,1421.00,"""",INST,"""",CONDAT SAS,102490,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-06-24 17:22:21"",,""2024-06-24 17:31:52.510422"",""61bbf6a838e84da48ba685fa2f5f1601"",HIN01PS2_20240624_17315100.xml,RJCT,""2024-06-24 00:00:00"",PR261bbf6a838e84da48ba685fa2f5f1601,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-24T17:22:21|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 61bbf6a838e84da48ba685fa2f5f1601,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 61bbf6a838e84da48ba685fa2f5f1601,"
"REM000000101073,""2024-06-28 00:00:00"",""2401081252"",P01_0000000000000000000100762,,13,1421.00,NORM,INST,"""",CONDAT SAS,102581,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-07-01 17:22:44"",,""2024-07-01 17:24:35.809943"",""3c056134f279464ebafa65f37912ec5b"",HIN01PS2_20240701_17243500.xml,RJCT,""2024-07-01 00:00:00"",PR23c056134f279464ebafa65f37912ec5b,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-07-01T17:22:44|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 3c056134f279464ebafa65f37912ec5b,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 3c056134f279464ebafa65f37912ec5b,"
"REM000000101009,""2024-06-25 00:00:00"",Deb Nom Nom id-clihrs  PmtInfId Fin,P01_0000000000000000000100706,true,24,110725.36,NORM,INST,Debut Categoriepurposelibtypsrv Fin,CAS029,102491,,FR,""26"",""30002002600000000020D85"",CRLYFRPPXXX,Nom    de    Ultimate    Debtor    libnomdbtpcp    ordre,102492,,,,,,,,ea855cc030fa41209c0f4bfe41d4b8de,,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,24,110725.36,,0.00,,,,24,,110725.36,ACCT FR2630002002600000000020D85|NAME CAS029|NARR DATE INITIALE 2024-06-25|NARR REF BANQUE REMISE ea855cc030fa41209c0f4bfe41d4b8de,"
"REM000000101022,""2024-06-24 00:00:00"",""2401081252"",P01_0000000000000000000100716,,13,13.00,"""",INST,"""",CONDAT SAS,102532,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,13.00,,""2024-06-28 16:33:48"",,""2024-06-28 16:34:25.72373"",""660e28367f2a4ff19ab1d9be2a01f1cc"",HIN01PS2_20240628_16342500.xml,RJCT,""2024-06-28 00:00:00"",PR2660e28367f2a4ff19ab1d9be2a01f1cc,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,13.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-28T16:33:48|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 660e28367f2a4ff19ab1d9be2a01f1cc,,,,,13,13.00,,0.00,,,,13,,13.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 660e28367f2a4ff19ab1d9be2a01f1cc,"
"REM000000101015,""2024-06-24 00:00:00"",""2401081252"",P01_0000000000000000000100711,,13,13.00,"""",INST,"""",CONDAT SAS,102523,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,13.00,,""2024-06-28 16:33:45"",,""2024-06-28 16:34:16.494041"",""236a9630ca664a6db1fa488e3080143d"",HIN01PS2_20240628_16341500.xml,RJCT,""2024-06-28 00:00:00"",PR2236a9630ca664a6db1fa488e3080143d,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,13.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-28T16:33:46|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 236a9630ca664a6db1fa488e3080143d,,,,,13,13.00,,0.00,,,,13,,13.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 236a9630ca664a6db1fa488e3080143d,"
"REM000000101019,""2024-06-24 00:00:00"",""2401081252"",P01_0000000000000000000100714,,13,13.00,"""",INST,"""",CONDAT SAS,102527,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,13.00,,""2024-06-28 16:33:51"",,""2024-06-28 16:34:16.910032"",""78333a518f744b14b9c28d0536b8b282"",HIN01PS2_20240628_16341600.xml,RJCT,""2024-06-28 00:00:00"",PR278333a518f744b14b9c28d0536b8b282,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,13.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-28T16:33:51|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 78333a518f744b14b9c28d0536b8b282,,,,,13,13.00,,0.00,,,,13,,13.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE 78333a518f744b14b9c28d0536b8b282,"
"REM000000101010,""2024-06-26 00:00:00"",CAS024b,P01_0000000000000000000100707,true,4,101161.26,"""","""","""",""8 - KINDER"",102519,,FR,""63"",""30002002600000001023R50"",CRLYFRPPXXX,"""",,,,,,,,,d938b4ec320243659ef66c2a71bb539a,,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,101161.26,,0.00,,,,4,,101161.26,ACCT FR6330002002600000001023R50|NAME 8 - KINDER|NARR DATE INITIALE 2024-06-26|NARR REF BANQUE REMISE d938b4ec320243659ef66c2a71bb539a,"
"REM000000101016,""2024-06-27 00:00:00"",""2401081251"",P01_0000000000000000000100712,,11,100057.00,HIGH,INST,"""",CONDAT SAS,102526,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-06-27 12:03:31"",,""2024-06-27 12:04:20.799705"",""85f60e2a033c4a9abc3987eb9f3286b8"",HIN01PS2_20240627_12042000.xml,PART,""2024-06-27 00:00:00"",PR285f60e2a033c4a9abc3987eb9f3286b8,ACTC,,""2024-06-27 12:10:11"",2,CAMT54_RJIP_20240627_12101100.xml,0,1.00,1,""2024-06-27 12:04:25.884197"",PSR3_LCL_20240627_12101100.xml,PR385f60e2a033c4a9abc3987eb9f3286b8,0.00,HIN01CRD_20240627_12042500.xml,8,""2024-06-27"",CROB,true,100008.00,EIP85f60e2a033c4a9abc3987eb9f3286b8,48.00,RIP85f60e2a033c4a9abc3987eb9f3286b8,CAMT54_RIPE_20240627_12101100.xml,CR85f60e2a033c4a9abc3987eb9f3286b8,""2024-06-27 12:03:31"",""2024-06-27 12:03:35"",""2024-06-27 12:10:11"",""2024-06-27 12:10:11"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-27T12:03:31|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 85f60e2a033c4a9abc3987eb9f3286b8,""2024-06-27 12:08:12.447088"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101016_20240627_12081244.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 85f60e2a033c4a9abc3987eb9f3286b8,100008.00"
"REM000000101068,""2024-06-28 00:00:00"",""2401081252"",P01_0000000000000000000100760,,13,1421.00,NORM,INST,"""",CONDAT SAS,102578,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-07-01 17:23:09"",,""2024-07-01 17:24:20.976014"",""00908979b57b41ff90874318c0f431c8"",HIN01PS2_20240701_17242000.xml,RJCT,""2024-07-01 00:00:00"",PR200908979b57b41ff90874318c0f431c8,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-07-01T17:23:09|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 00908979b57b41ff90874318c0f431c8,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 00908979b57b41ff90874318c0f431c8,"
"REM000000101017,""2024-06-27 00:00:00"",""2401081252"",P01_0000000000000000000100712,,13,1421.00,HIGH,INST,"""",CONDAT SAS,102525,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-06-27 12:03:31"",,""2024-06-27 12:04:21.201552"",""3c5231b884ca4ec5b07a9e863a440dd1"",HIN01PS2_20240627_12042100.xml,RJCT,""2024-06-27 00:00:00"",PR23c5231b884ca4ec5b07a9e863a440dd1,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-27T12:03:31|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 3c5231b884ca4ec5b07a9e863a440dd1,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 3c5231b884ca4ec5b07a9e863a440dd1,"
"REM000000101028,""2024-06-28 00:00:00"",CAS024b,P01_0000000000000000000100720,true,4,101161.26,"""","""","""",""8 - KINDER"",102537,,FR,""63"",""30002002600000001023R50"",CRLYFRPPXXX,"""",,,,,,,,,e9c0f472148d4a3598e60842d087e8e7,,,,,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,4,101161.26,,0.00,,,,4,,101161.26,ACCT FR6330002002600000001023R50|NAME 8 - KINDER|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE e9c0f472148d4a3598e60842d087e8e7,"
"REM000000101069,""2024-06-28 00:00:00"",""2401081251"",P01_0000000000000000000100760,,11,100057.00,HIGH,INST,"""",CONDAT SAS,102577,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-07-01 17:17:21"",,""2024-07-01 17:18:16.423063"",""7e4e19eeb90e4106a035bf1d34f18d83"",HIN01PS2_20240701_17181600.xml,PART,""2024-07-01 00:00:00"",PR27e4e19eeb90e4106a035bf1d34f18d83,ACTC,,""2024-07-01 17:24:10"",2,CAMT54_RJIP_20240701_17241100.xml,0,1.00,1,""2024-07-01 17:18:21.030536"",PSR3_LCL_20240701_17241000.xml,PR37e4e19eeb90e4106a035bf1d34f18d83,0.00,HIN01CRD_20240701_17182000.xml,8,""2024-07-01"",CROB,true,100008.00,EIP7e4e19eeb90e4106a035bf1d34f18d83,48.00,RIP7e4e19eeb90e4106a035bf1d34f18d83,CAMT54_RIPE_20240701_17241100.xml,CR7e4e19eeb90e4106a035bf1d34f18d83,""2024-07-01 17:17:21"",""2024-07-01 17:17:35"",""2024-07-01 17:24:11"",""2024-07-01 17:24:11"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-07-01T17:17:21|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 7e4e19eeb90e4106a035bf1d34f18d83,""2024-07-01 17:22:11.729349"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101069_20240701_17221172.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-28|NARR REF BANQUE REMISE 7e4e19eeb90e4106a035bf1d34f18d83,100008.00"
"REM000000101025,""2024-06-27 00:00:00"",""2401081252"",P01_0000000000000000000100717,,13,1421.00,HIGH,INST,"""",CONDAT SAS,102533,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,13,1421.00,,""2024-06-27 16:33:22"",,""2024-06-27 16:34:20.900785"",c2ff04161d27414e8cd3819a7a1ba4aa,HIN01PS2_20240627_16342000.xml,RJCT,""2024-06-27 00:00:00"",PR2c2ff04161d27414e8cd3819a7a1ba4aa,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.00,0,1421.00,,0,,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|DATE 2024-06-27T16:33:22|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE c2ff04161d27414e8cd3819a7a1ba4aa,,,,,13,1421.00,,0.00,,,,13,,1421.00,ACCT FR7930002002600000000010B03|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE c2ff04161d27414e8cd3819a7a1ba4aa,"
"REM000000101008,""2024-06-24 00:00:00"",""2401081251"",P01_0000000000000000000100705,,11,100057.00,"""",INST,"""",CONDAT SAS,102489,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,100057.00,,""2024-06-24 17:22:22"",,""2024-06-24 17:31:53.41194"",d834ea97625042e8a2fda7cac34c8cd5,HIN01PS2_20240624_17315300.xml,PART,""2024-06-24 00:00:00"",PR2d834ea97625042e8a2fda7cac34c8cd5,ACTC,,""2024-06-24 17:40:11"",2,CAMT54_RJIP_20240624_17401200.xml,0,1.00,1,""2024-06-24 17:31:55.452061"",PSR3_LCL_20240624_17401100.xml,PR3d834ea97625042e8a2fda7cac34c8cd5,0.00,HIN01CRD_20240624_17315500.xml,8,""2024-06-24"",CROB,true,100008.00,EIPd834ea97625042e8a2fda7cac34c8cd5,48.00,RIPd834ea97625042e8a2fda7cac34c8cd5,CAMT54_RIPE_20240624_17401100.xml,CRd834ea97625042e8a2fda7cac34c8cd5,""2024-06-24 17:22:22"",""2024-06-24 17:22:35"",""2024-06-24 17:40:11"",""2024-06-24 17:40:12"",2,49.00,9,100008.00,,0,100009.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-24T17:22:22|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE d834ea97625042e8a2fda7cac34c8cd5,""2024-06-24 17:38:16.799109"",1.00,48.00,48.00,11,100057.00,,0.00,8,TKECRBOB_REM000000101008_20240624_17381679.txt,0.00,11,3,100057.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-24|NARR REF BANQUE REMISE d834ea97625042e8a2fda7cac34c8cd5,100008.00"
"REM000000101014,""2024-06-27 00:00:00"",""2401081251"",P01_0000000000000000000100711,,11,11.00,"""",INST,"""",CONDAT SAS,102524,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,11.00,,""2024-06-27 11:54:06"",,""2024-06-27 11:54:15.90965"",""1d97ec3f13aa40c2a0c0bbc9abbe5a83"",HIN01PS2_20240627_11541500.xml,PART,""2024-06-27 00:00:00"",PR21d97ec3f13aa40c2a0c0bbc9abbe5a83,ACTC,,""2024-06-27 12:02:15"",1,CAMT54_RJIP_20240627_12021600.xml,0,1.00,1,""2024-06-27 11:54:20.770569"",PSR3_LCL_20240627_12021500.xml,PR31d97ec3f13aa40c2a0c0bbc9abbe5a83,0.00,HIN01CRD_20240627_11542000.xml,9,""2024-06-27"",CROB,true,1.00,EIP1d97ec3f13aa40c2a0c0bbc9abbe5a83,9.00,RIP1d97ec3f13aa40c2a0c0bbc9abbe5a83,CAMT54_RIPE_20240627_12021600.xml,CR1d97ec3f13aa40c2a0c0bbc9abbe5a83,""2024-06-27 11:54:06"",""2024-06-27 11:54:15"",""2024-06-27 12:02:16"",""2024-06-27 12:02:16"",1,10.00,10,1.00,,0,2.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-27T11:54:06|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 1d97ec3f13aa40c2a0c0bbc9abbe5a83,""2024-06-27 12:00:15.97818"",1.00,9.00,9.00,11,11.00,,0.00,9,TKECRBOB_REM000000101014_20240627_12001597.txt,0.00,11,2,11.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 1d97ec3f13aa40c2a0c0bbc9abbe5a83,1.00"
"REM000000101070,""2024-06-28 00:00:00"",""2401081252"",P01_0000000000000000000100761,,13,1421.00,NORM,INST,"""",CONDAT SAS,102580,,FR,""79"",""30002002600000000010B03"",CRLYFRPPXXX,"""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"REM000000101023,""2024-06-27 00:00:00"",""2401081251"",P01_0000000000000000000100716,,11,11.00,"""",INST,"""",CONDAT SAS,102531,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,11.00,,""2024-06-27 15:33:26"",,""2024-06-27 15:34:15.82191"",d767bad878c0450ca88c603790286cf4,HIN01PS2_20240627_15341500.xml,PART,""2024-06-27 00:00:00"",PR2d767bad878c0450ca88c603790286cf4,ACTC,,""2024-06-27 15:40:10"",1,CAMT54_RJIP_20240627_15401100.xml,0,1.00,1,""2024-06-27 15:34:20.845683"",PSR3_LCL_20240627_15401000.xml,PR3d767bad878c0450ca88c603790286cf4,0.00,HIN01CRD_20240627_15342000.xml,9,""2024-06-27"",CROB,true,1.00,EIPd767bad878c0450ca88c603790286cf4,9.00,RIPd767bad878c0450ca88c603790286cf4,CAMT54_RIPE_20240627_15401000.xml,CRd767bad878c0450ca88c603790286cf4,""2024-06-27 15:33:26"",""2024-06-27 15:33:36"",""2024-06-27 15:40:10"",""2024-06-27 15:40:11"",1,10.00,10,1.00,,0,2.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-27T15:33:26|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE d767bad878c0450ca88c603790286cf4,""2024-06-27 15:38:17.018806"",1.00,9.00,9.00,11,11.00,,0.00,9,TKECRBOB_REM000000101023_20240627_15381701.txt,0.00,11,2,11.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE d767bad878c0450ca88c603790286cf4,1.00"
"REM000000101018,""2024-06-27 00:00:00"",""2401081251"",P01_0000000000000000000100714,,11,11.00,"""",INST,"""",CONDAT SAS,102528,,FR,""15"",""30002002600000000013S10"",CRLYFRPPXXX,"""",,,11,11.00,,""2024-06-27 14:33:21"",,""2024-06-27 14:34:15.806879"",""3a8838fe9eab4298af38acda6593770f"",HIN01PS2_20240627_14341500.xml,PART,""2024-06-27 00:00:00"",PR23a8838fe9eab4298af38acda6593770f,ACTC,,""2024-06-27 14:42:10"",1,CAMT54_RJIP_20240627_14421100.xml,0,1.00,1,""2024-06-27 14:34:25.814846"",PSR3_LCL_20240627_14421000.xml,PR33a8838fe9eab4298af38acda6593770f,0.00,HIN01CRD_20240627_14342500.xml,9,""2024-06-27"",CROB,true,1.00,EIP3a8838fe9eab4298af38acda6593770f,9.00,RIP3a8838fe9eab4298af38acda6593770f,CAMT54_RIPE_20240627_14421000.xml,CR3a8838fe9eab4298af38acda6593770f,""2024-06-27 14:33:21"",""2024-06-27 14:33:36"",""2024-06-27 14:42:10"",""2024-06-27 14:42:11"",1,10.00,10,1.00,,0,2.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|DATE 2024-06-27T14:33:21|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 3a8838fe9eab4298af38acda6593770f,""2024-06-27 14:40:12.829009"",1.00,9.00,9.00,11,11.00,,0.00,9,TKECRBOB_REM000000101018_20240627_14401282.txt,0.00,11,2,11.00,ACCT FR1530002002600000000013S10|NAME CONDAT SAS|NARR DATE INITIALE 2024-06-27|NARR REF BANQUE REMISE 3a8838fe9eab4298af38acda6593770f,1.00"
